no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,3,0,0,161,2018,10,25,4,0,0,0,80.1,3,1
2,1,2,2,0,0,0,86,2018,10,29,4,0,0,0,83.3,0,1
1,0,0,2,0,0,0,35,2017,10,8,4,0,0,0,94.05,1,1
2,0,0,2,3,0,0,77,2018,12,6,4,0,0,0,79.2,2,1
2,0,2,2,0,0,1,90,2018,3,25,4,0,0,0,79.8,1,1
2,0,0,1,0,0,0,4,2017,12,5,1,1,2,0,0.0,2,1
2,0,1,4,0,1,0,93,2018,6,1,4,0,0,0,127.15,0,1
0,2,0,2,0,0,1,61,2018,12,8,4,0,0,0,91.6,0,1
2,0,2,2,0,1,3,56,2018,3,20,4,0,0,0,119.75,1,1
3,0,2,1,0,0,0,13,2018,2,6,4,0,0,0,130.0,2,1
2,0,0,2,3,0,0,54,2018,11,11,4,0,0,0,83.7,2,1
2,0,0,3,3,1,0,3,2018,9,15,4,0,0,0,161.33,2,1
2,0,0,2,0,0,0,143,2018,7,12,4,0,0,0,105.3,2,1
2,0,1,3,0,0,3,69,2018,5,30,4,0,0,0,102.1,1,1
2,0,2,5,0,0,0,68,2017,9,12,4,0,0,0,96.17,2,1
2,0,0,3,3,0,0,141,2018,7,14,4,0,0,0,94.5,1,1
2,0,1,2,0,0,0,273,2018,5,13,3,0,0,0,95.0,0,0
2,0,2,4,0,0,0,28,2018,8,28,4,0,0,0,115.37,1,0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
2,0,1,5,0,0,0,9,2018,3,28,4,0,0,0,127.67,0,1
1,0,0,1,0,0,0,38,2018,2,25,2,0,0,0,79.0,0,0
2,0,0,1,0,0,0,60,2018,7,20,4,0,0,0,81.08,1,1
1,0,0,3,1,0,0,36,2017,10,13,3,0,0,0,91.0,0,1
2,0,2,0,0,0,0,95,2018,11,20,4,0,0,0,84.6,2,0
2,0,1,3,0,0,3,115,2018,5,2,3,0,0,0,90.95,0,1
2,0,1,3,0,0,0,10,2017,10,5,4,0,0,0,135.5,1,1
1,0,0,1,0,0,3,28,2018,11,11,4,0,0,0,130.0,2,1
2,0,2,0,0,0,0,61,2017,10,4,3,0,0,0,91.0,0,1
2,0,0,3,0,0,0,103,2018,5,4,3,0,0,0,80.0,0,1
2,0,0,1,0,0,0,11,2017,8,7,4,0,0,0,75.0,1,1
1,0,0,1,0,0,0,8,2018,5,25,4,0,0,0,89.25,1,1
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
3,0,0,1,0,0,3,19,2018,7,20,4,0,0,0,146.0,2,1
2,0,1,2,0,0,0,110,2018,7,8,4,0,0,0,114.3,1,1
2,0,1,0,3,0,0,18,2018,9,4,4,0,0,0,118.0,0,0
2,0,0,4,0,0,0,245,2018,9,28,3,0,0,0,80.75,0,1
2,0,0,1,3,0,0,205,2018,9,15,4,0,0,0,116.1,0,0
1,0,1,1,3,0,0,48,2018,4,4,4,0,0,0,107.1,1,0
2,1,2,3,0,0,0,4,2018,6,16,4,0,0,0,168.5,2,1
3,0,2,4,0,0,0,160,2018,7,2,4,0,0,0,125.8,0,0
1,0,0,1,0,0,0,10,2018,2,19,3,0,0,0,72.1,0,1
1,0,2,2,0,0,0,77,2018,4,2,4,0,0,0,72.25,0,1
2,0,2,1,0,0,0,221,2017,10,17,3,0,0,0,65.0,0,1
3,0,2,2,0,0,3,80,2018,10,21,4,0,0,0,151.2,0,1
2,0,1,2,0,0,0,121,2018,6,24,3,0,0,0,90.0,0,0
2,0,1,2,0,0,0,290,2018,6,17,3,0,0,0,72.0,0,1
3,0,2,0,1,0,3,100,2018,5,15,4,0,0,0,210.6,2,0
2,2,2,1,0,0,5,188,2018,7,16,4,0,0,0,168.3,2,0
2,0,1,2,0,0,3,7,2017,10,9,4,0,0,0,161.33,2,1
2,0,2,3,0,0,0,111,2018,2,14,4,0,0,0,87.0,0,1
1,0,0,2,0,0,0,136,2018,8,26,4,0,0,0,90.9,0,1
2,0,0,3,0,0,0,176,2018,9,8,3,0,0,0,125.1,0,0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
2,0,1,1,0,1,0,92,2017,8,17,4,0,0,0,85.5,0,1
2,0,0,3,0,0,0,433,2018,9,8,3,0,0,0,70.0,0,0
2,0,2,2,0,0,0,121,2018,3,19,3,0,0,0,43.5,0,1
2,0,2,2,0,0,0,6,2017,12,25,3,0,0,0,43.5,1,1
2,0,0,3,0,0,0,1,2018,7,12,4,0,0,0,116.27,1,1
2,0,1,1,0,0,0,1,2018,4,16,4,0,0,0,77.77,1,1
2,0,1,2,0,1,3,121,2018,5,16,4,0,0,0,123.3,1,1
1,0,0,1,0,0,0,2,2018,9,22,4,0,0,0,194.0,3,1
3,0,0,3,0,0,0,142,2018,6,29,3,0,0,0,148.0,1,1
3,0,0,3,1,0,0,8,2017,9,1,3,0,0,0,156.5,4,1
2,0,0,1,0,0,3,15,2018,9,28,4,0,0,0,164.0,0,1
1,0,0,1,0,0,0,71,2018,6,30,4,0,0,0,112.5,0,0
1,0,1,2,0,0,0,14,2018,5,23,4,0,0,0,127.0,0,0
1,0,0,1,0,0,0,5,2018,6,22,2,1,0,2,89.0,0,1
2,0,0,1,1,0,0,13,2018,4,28,4,0,0,0,169.0,0,0
2,0,2,3,0,0,0,25,2017,11,22,3,0,0,0,65.0,0,1
2,0,2,3,1,0,0,137,2018,12,24,4,0,0,0,146.1,2,1
2,0,0,1,0,0,0,14,2018,10,22,4,0,0,0,160.0,0,0
1,0,1,2,0,0,0,180,2018,10,10,3,0,0,0,120.0,0,0
2,0,1,2,0,0,1,27,2017,12,4,4,0,0,0,74.33,1,1
1,0,1,3,0,0,0,118,2018,6,6,3,0,0,0,110.0,0,1
1,0,0,1,0,0,0,26,2017,10,21,2,0,0,0,65.0,0,1
2,0,0,2,0,0,0,41,2017,10,1,4,0,0,0,103.05,0,1
1,0,0,1,0,0,0,4,2018,2,9,4,0,0,0,86.0,0,1
1,0,0,1,1,0,0,6,2017,12,10,4,0,0,0,0.0,0,1
2,0,0,2,0,0,0,322,2018,12,9,3,0,0,0,52.0,0,1
2,0,0,2,0,0,3,101,2018,11,11,4,0,0,0,144.45,2,1
2,0,1,1,0,0,1,16,2017,12,5,4,0,0,0,105.25,1,1
3,0,1,1,0,0,0,33,2018,1,25,2,0,0,0,95.0,0,1
2,0,2,3,0,0,3,132,2018,6,10,3,0,0,0,90.95,0,1
1,0,0,1,0,0,0,36,2017,10,17,4,0,0,0,102.6,2,1
3,0,1,3,0,0,0,134,2018,5,26,4,0,0,0,105.7,2,1
1,0,0,3,0,0,0,15,2018,2,18,3,0,0,0,86.0,0,1
2,0,1,3,1,0,0,61,2018,11,21,4,0,0,0,120.7,1,1
2,0,1,2,0,0,0,95,2018,3,11,3,0,0,0,58.0,1,1
2,0,1,3,0,0,0,145,2018,6,30,4,0,0,0,90.95,1,1
2,0,0,2,3,0,0,14,2018,8,30,4,0,0,0,118.0,0,0
2,0,2,1,0,0,0,145,2018,1,3,3,0,0,0,65.0,0,1
2,0,0,1,0,1,3,1,2018,3,30,4,0,0,0,125.0,1,1
2,0,2,2,0,0,0,231,2018,8,21,4,0,0,0,90.95,1,1
2,0,1,2,3,0,0,13,2017,9,7,4,0,0,0,102.33,2,1
2,0,0,3,3,0,0,125,2018,11,17,4,0,0,0,79.2,0,0
2,0,2,0,0,0,0,18,2017,12,6,4,0,0,0,107.0,0,1
2,0,0,2,1,0,0,39,2017,8,14,3,0,0,0,101.5,0,1
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
2,2,0,1,0,0,5,1,2018,12,10,4,0,0,0,202.0,0,1
2,1,2,5,1,0,3,120,2018,12,23,4,0,0,0,131.33,0,1
2,0,1,2,0,0,0,305,2018,11,4,4,0,0,0,89.0,0,0
2,0,2,2,0,0,3,32,2017,12,27,4,0,0,0,65.55,0,1
2,1,2,2,0,0,0,71,2018,6,17,3,0,0,0,93.08,1,1
2,0,0,2,1,0,0,102,2017,10,16,3,0,0,0,109.0,0,1
2,0,2,1,0,0,0,28,2018,4,17,4,0,0,0,97.63,1,0
2,0,2,0,0,0,0,5,2017,9,20,2,1,1,0,100.0,0,1
2,2,2,5,0,0,6,41,2018,10,15,4,0,0,0,249.63,1,1
2,0,1,2,0,0,0,12,2018,1,8,4,0,0,0,87.0,1,1
3,0,1,2,0,0,3,83,2018,8,8,4,0,0,0,159.3,2,1
1,0,0,1,0,0,0,59,2018,1,28,3,0,0,0,80.0,0,1
2,0,1,4,0,0,0,30,2017,10,5,4,0,0,0,97.92,1,0
2,0,2,3,0,0,0,212,2018,5,20,3,0,0,0,78.0,1,1
2,0,2,3,0,0,3,125,2018,6,17,4,0,0,0,128.69,1,1
1,0,0,4,0,0,0,92,2017,10,7,3,0,0,0,65.0,0,1
2,0,1,0,0,0,0,13,2018,3,20,3,0,0,0,85.0,1,1
2,0,0,2,0,0,0,16,2017,10,1,4,0,0,0,117.0,2,1
2,0,2,1,1,0,0,138,2017,8,22,3,0,0,0,47.25,0,1
2,0,0,3,0,0,0,37,2018,10,13,3,0,0,0,105.0,0,1
2,0,0,1,0,0,0,55,2018,4,6,3,0,0,0,80.0,0,1
2,0,0,1,0,0,0,92,2018,11,11,3,0,0,0,90.0,0,1
2,0,1,2,3,0,0,91,2018,4,25,4,0,0,0,85.5,0,0
1,0,0,3,0,0,3,73,2018,6,16,4,0,0,0,149.4,1,1
2,0,0,3,1,0,0,13,2017,9,30,3,0,0,0,123.67,2,1
1,0,0,2,0,0,3,68,2018,4,26,4,0,0,0,118.8,1,1
2,1,0,1,0,1,0,1,2018,6,18,4,0,0,0,168.0,2,1
1,0,0,1,0,0,0,41,2018,5,24,2,0,0,0,89.0,0,0
2,0,1,0,0,0,0,12,2017,10,4,3,0,0,0,72.0,0,1
2,0,1,1,3,0,0,46,2018,4,4,4,0,0,0,107.1,0,0
2,0,2,2,0,0,3,148,2018,8,21,4,0,0,0,127.8,0,1
2,0,1,0,3,0,0,19,2018,9,12,4,0,0,0,89.0,0,1
1,0,0,3,0,0,4,4,2018,7,19,2,0,0,0,147.0,0,1
2,0,0,3,3,0,0,58,2018,5,17,4,0,0,0,116.1,0,0
2,0,2,1,0,1,0,53,2018,6,19,4,0,0,0,117.9,1,1
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
2,0,1,0,0,0,0,3,2018,5,2,2,1,3,29,75.0,0,1
2,0,2,2,3,0,0,117,2018,5,13,4,0,0,0,99.45,1,1
3,0,3,6,0,0,3,50,2018,8,22,4,0,0,0,159.6,0,0
1,0,0,1,0,0,0,9,2017,9,10,4,0,0,0,95.0,2,1
2,0,0,2,0,0,0,0,2017,12,31,4,0,0,0,135.0,1,1
2,0,0,2,0,0,0,119,2018,3,29,3,0,0,0,101.0,0,1
2,0,0,1,0,0,3,11,2017,10,23,4,0,0,0,136.0,0,1
2,0,0,1,0,0,0,31,2017,10,2,4,0,0,0,111.6,1,0
3,0,1,2,0,0,5,2,2018,3,28,4,0,0,0,148.37,2,1
3,0,0,1,0,0,3,23,2018,12,30,4,0,0,0,188.0,2,1
2,0,0,3,0,0,0,44,2018,2,17,3,0,0,0,75.0,0,1
1,0,0,2,0,0,0,181,2018,10,11,3,0,0,0,120.0,0,0
2,0,2,3,1,0,0,155,2018,9,1,4,0,0,0,161.1,0,0
2,0,2,5,0,0,3,41,2018,4,22,4,0,0,0,87.09,1,1
1,0,0,1,0,0,0,0,2018,5,31,1,0,0,0,0.0,0,1
2,0,0,2,0,0,3,79,2018,3,4,4,0,0,0,87.3,0,0
2,0,1,1,0,0,3,267,2018,10,1,4,0,0,0,115.2,0,0
1,0,0,2,1,0,0,256,2018,6,15,3,0,0,0,90.0,0,1
2,0,0,3,0,0,3,16,2018,6,2,4,0,0,0,152.67,1,1
2,2,1,3,0,0,5,14,2018,9,1,4,0,0,0,210.0,1,1
2,0,2,3,0,0,0,25,2017,11,22,3,0,0,0,65.0,0,1
1,0,2,0,0,0,0,4,2018,11,13,2,0,0,0,75.0,1,1
2,0,0,1,0,0,3,28,2018,5,20,4,0,0,0,156.0,2,1
1,0,0,1,0,0,0,99,2018,2,19,2,0,0,0,81.0,0,1
2,0,0,2,0,0,0,263,2018,10,21,3,0,0,0,110.0,0,0
3,0,1,1,0,0,3,33,2018,6,27,4,0,0,0,141.3,2,1
2,0,0,1,0,0,0,10,2017,9,5,3,0,0,0,85.0,1,1
1,0,2,3,0,0,0,22,2017,9,4,4,0,0,0,73.15,0,1
1,0,0,1,0,0,0,1,2018,5,25,0,0,0,0,95.0,0,0
2,1,0,2,0,0,0,55,2018,11,11,4,0,0,0,113.4,1,0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
2,0,2,1,1,0,0,145,2017,8,29,3,0,0,0,94.5,0,1
1,0,1,2,0,0,0,11,2018,12,19,4,0,0,0,86.0,0,1
2,0,2,1,3,0,0,22,2018,1,9,4,0,0,0,65.75,0,1
2,0,0,1,0,0,0,56,2018,6,8,3,0,0,0,120.0,0,1
2,0,2,4,0,0,0,98,2018,2,25,3,0,0,0,50.33,0,1
2,2,0,2,0,0,5,29,2017,9,24,4,0,0,0,212.0,2,1
2,0,0,4,0,0,0,159,2017,12,29,3,0,0,0,70.5,0,1
2,0,1,2,0,0,0,1,2018,6,17,3,0,0,0,75.0,1,1
2,0,2,3,0,0,0,116,2018,5,12,4,0,0,0,111.92,1,1
2,0,1,1,0,0,0,61,2018,4,30,3,0,0,0,89.75,1,1
2,0,0,3,0,0,0,204,2018,5,5,4,0,0,0,100.0,0,0
2,0,2,2,0,0,0,6,2017,12,6,3,0,0,0,58.0,0,1
1,0,0,1,0,0,0,0,2018,7,5,2,0,0,0,79.0,0,1
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,1
2,0,0,1,0,0,0,9,2018,11,25,4,0,0,0,111.0,0,1
2,0,0,2,0,0,3,46,2018,3,18,4,0,0,0,112.5,0,0
2,0,0,3,3,0,0,68,2018,5,10,4,0,0,0,116.1,0,0
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
1,0,0,1,3,0,0,0,2018,7,29,4,0,0,0,89.0,0,1
2,0,0,2,3,0,0,11,2018,12,2,4,0,0,0,91.5,0,1
2,0,0,3,0,0,0,24,2018,2,3,4,0,0,0,96.0,0,0
2,0,0,2,1,0,0,265,2018,6,24,4,0,0,0,115.0,1,0
2,0,1,2,0,0,0,12,2018,5,30,4,0,0,0,100.87,0,0
2,0,1,0,0,0,0,84,2018,8,15,4,0,0,0,117.9,1,1
2,0,0,2,3,0,0,6,2018,2,26,4,0,0,0,79.0,0,0
2,0,0,1,0,0,0,10,2018,6,23,4,0,0,0,91.0,1,1
2,0,1,3,0,0,3,73,2018,4,7,4,0,0,0,107.95,1,1
1,0,0,2,0,0,0,39,2018,3,4,4,0,0,0,77.5,1,1
2,0,2,4,0,0,0,14,2018,7,23,3,0,0,0,85.0,0,1
1,0,0,2,1,0,3,80,2017,10,9,3,0,0,0,108.0,0,1
2,0,2,2,0,0,0,99,2017,10,30,3,0,0,0,65.0,0,0
2,0,1,5,0,0,0,196,2018,8,22,4,0,0,0,99.45,0,0
2,0,0,3,0,0,0,60,2018,6,21,4,0,0,0,99.9,1,1
2,0,2,5,0,0,0,139,2018,8,23,4,0,0,0,98.87,1,1
2,0,0,1,0,0,0,0,2017,8,19,4,0,0,0,106.0,2,1
2,0,1,2,0,0,0,45,2018,11,7,4,0,0,0,147.6,0,1
2,0,0,1,0,0,0,114,2018,8,27,4,0,0,0,128.7,0,0
1,0,0,3,0,0,0,166,2018,11,1,3,0,0,0,110.0,0,0
1,0,0,2,0,0,0,32,2017,11,20,3,0,0,0,73.0,0,1
1,0,0,2,0,0,0,172,2018,6,24,4,0,0,0,95.0,0,0
3,0,1,3,0,0,3,13,2018,5,5,4,0,0,0,169.5,2,1
2,0,1,2,0,0,0,147,2018,9,16,3,0,0,0,89.75,2,1
1,0,2,2,0,0,4,108,2018,5,27,3,0,0,0,153.9,0,1
2,0,0,3,0,0,0,51,2018,11,9,3,0,0,0,75.0,0,1
2,0,0,2,0,0,0,53,2018,6,21,4,0,0,0,109.1,0,1
3,0,1,1,1,1,3,57,2018,9,26,4,0,0,0,228.6,2,1
2,0,0,1,0,0,0,193,2018,9,3,4,0,0,0,108.9,1,0
3,0,0,3,0,0,0,152,2018,8,4,4,0,0,0,140.7,2,0
2,0,2,2,0,0,0,69,2018,10,30,4,0,0,0,95.85,2,1
2,0,2,1,1,0,0,150,2018,1,2,3,0,0,0,101.0,0,1
2,0,2,2,1,0,0,0,2018,11,25,3,0,0,0,105.0,0,0
2,0,1,0,0,0,0,12,2018,2,7,4,0,0,0,93.0,2,1
2,0,2,0,3,1,0,189,2018,7,10,4,0,0,0,112.5,1,0
3,0,0,1,0,0,3,28,2018,6,21,4,0,0,0,147.0,2,1
2,0,2,1,0,0,0,195,2018,10,2,4,0,0,0,108.9,2,0
3,0,0,2,0,0,3,240,2018,9,30,4,0,0,0,159.3,0,0
2,0,2,3,0,0,0,40,2018,6,30,4,0,0,0,117.9,1,1
2,0,2,3,0,0,0,303,2018,8,19,3,0,0,0,78.0,0,0
2,0,0,1,0,0,0,157,2017,8,14,4,0,0,0,76.5,1,1
2,0,0,1,3,0,0,46,2018,8,17,4,0,0,0,125.1,2,1
2,0,0,2,0,0,0,54,2018,2,26,4,0,0,0,80.3,0,1
1,0,1,0,0,0,0,76,2018,10,10,3,0,0,0,120.0,0,0
2,0,1,2,0,0,0,233,2018,10,14,3,0,0,0,90.0,0,0
2,0,0,3,0,0,0,162,2017,9,17,3,0,0,0,35.0,0,1
1,0,2,3,0,0,0,359,2018,10,14,3,0,0,0,70.0,0,1
2,0,0,2,0,0,0,245,2018,6,17,3,0,0,0,75.0,0,0
2,0,2,2,0,0,3,16,2018,5,29,4,0,0,0,111.35,2,1
2,1,0,1,0,0,0,3,2017,8,20,4,1,0,1,106.0,3,1
1,0,1,1,1,0,0,88,2017,10,5,3,0,0,0,90.6,0,1
2,0,2,2,0,1,1,22,2017,12,4,4,0,0,0,102.88,0,1
2,0,2,2,0,0,3,133,2018,5,27,4,0,0,0,118.15,0,0
3,0,1,0,0,0,3,71,2018,10,16,4,0,0,0,151.2,2,1
2,0,1,2,0,0,0,207,2018,12,30,3,0,0,0,161.67,0,1
1,0,0,1,0,0,0,443,2018,4,29,3,0,0,0,60.0,0,0
1,0,2,1,0,0,0,1,2018,2,28,3,0,0,0,60.0,0,0
2,0,2,3,0,0,0,42,2018,2,18,4,0,0,0,75.56,0,0
2,0,1,4,0,0,0,57,2018,5,11,4,0,0,0,119.85,1,1
2,2,2,3,0,0,5,192,2018,10,28,4,0,0,0,164.63,0,0
2,0,2,3,0,0,0,64,2018,3,12,3,0,0,0,46.4,0,1
2,1,2,6,0,0,0,71,2018,9,1,4,0,0,0,150.98,3,1
3,0,2,2,0,0,0,26,2018,3,26,4,0,0,0,172.0,2,1
2,0,0,3,0,0,5,4,2018,9,8,4,0,0,0,249.0,1,1
2,0,1,0,0,0,0,13,2018,3,20,3,0,0,0,85.0,1,1
2,0,0,4,1,0,0,39,2018,12,28,4,0,0,0,192.95,0,1
2,0,2,1,0,0,0,9,2018,6,12,4,0,0,0,123.33,0,0
1,0,0,1,3,0,0,9,2018,5,18,4,1,0,1,124.0,1,1
1,0,1,3,0,0,0,179,2017,8,31,4,0,0,0,77.56,1,1
2,0,1,2,0,0,0,106,2018,10,7,4,0,0,0,118.8,1,0
2,0,0,2,1,0,0,74,2017,9,18,3,0,0,0,101.5,0,1
1,0,0,2,0,0,0,103,2018,4,19,3,0,0,0,115.0,0,0
2,0,2,3,0,0,0,54,2018,11,17,4,0,0,0,88.4,1,0
2,1,2,2,0,0,3,168,2018,8,20,4,0,0,0,99.87,1,1
2,0,0,3,0,0,3,64,2018,3,10,4,0,0,0,89.3,1,1
2,0,2,1,0,0,0,34,2018,9,25,4,0,0,0,117.0,2,1
2,0,2,3,0,0,0,8,2018,1,8,4,0,0,0,59.16,0,1
1,0,2,1,0,0,3,4,2018,9,11,0,0,0,0,110.0,0,1
2,0,1,4,0,1,0,0,2018,3,28,4,0,0,0,114.0,0,1
1,0,0,4,0,0,3,48,2018,8,24,4,0,0,0,149.4,1,1
2,0,0,1,0,0,0,55,2018,11,23,4,0,0,0,74.88,0,1
2,0,1,1,0,0,0,67,2018,7,23,3,0,0,0,72.25,0,1
2,0,0,1,0,0,3,6,2018,11,16,4,0,0,0,121.0,1,1
1,0,0,1,0,0,0,1,2018,8,4,4,0,0,0,115.0,0,1
2,0,1,3,0,0,0,250,2018,9,26,3,0,0,0,95.0,0,0
2,0,0,4,0,0,0,57,2018,3,30,4,0,0,0,85.85,1,1
1,0,1,0,0,0,0,21,2018,11,21,2,1,1,1,67.0,0,1
1,0,1,1,3,0,0,1,2018,12,12,4,0,0,0,87.0,1,1
2,2,2,2,1,0,5,80,2018,4,24,4,0,0,0,173.19,0,0
1,0,2,3,0,0,0,40,2017,9,13,4,0,0,0,85.5,2,1
2,1,1,1,0,0,0,8,2018,8,13,4,0,0,0,159.5,0,1
2,0,0,1,3,0,0,78,2018,5,7,4,0,0,0,116.1,1,1
1,0,1,0,0,0,0,3,2018,10,10,4,0,0,0,118.58,1,1
3,0,1,1,0,0,0,39,2018,2,8,3,0,0,0,98.94,2,1
2,0,2,5,3,0,0,50,2018,11,20,4,0,0,0,74.8,1,0
2,0,1,1,3,0,0,21,2018,3,5,4,0,0,0,86.0,1,1
2,0,0,1,3,0,0,126,2018,5,7,4,0,0,0,103.5,0,0
2,0,0,3,0,0,0,42,2018,4,26,3,0,0,0,72.76,0,1
2,0,0,3,0,0,3,103,2018,9,8,4,0,0,0,149.4,0,0
2,0,1,3,0,0,0,60,2017,10,12,3,0,0,0,65.0,1,1
2,0,0,3,0,0,0,433,2018,9,8,4,0,0,0,70.0,0,0
2,0,0,3,0,0,0,279,2018,10,12,3,0,0,0,110.0,0,0
2,0,0,2,0,0,3,37,2017,10,22,4,0,0,0,105.3,2,1
1,0,0,1,0,0,0,0,2018,2,19,2,0,0,0,80.0,0,1
2,0,2,1,0,0,0,202,2018,5,29,4,0,0,0,90.0,0,0
3,0,2,5,0,0,0,231,2018,8,23,3,0,0,0,96.9,2,1
1,0,0,2,0,0,0,164,2017,10,2,3,0,0,0,100.0,0,1
1,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,90.0,0,1
2,0,1,3,0,0,3,18,2018,6,2,4,0,0,0,140.9,1,1
2,0,0,1,3,0,0,39,2018,12,27,4,0,0,0,74.8,2,1
2,0,0,2,1,0,0,292,2018,7,21,3,0,0,0,115.0,0,0
3,0,2,1,1,0,0,138,2017,8,22,3,0,0,0,138.5,1,1
2,0,1,2,0,0,0,3,2018,5,2,3,0,0,0,110.21,0,1
2,1,0,1,0,0,0,1,2018,2,9,4,0,0,0,109.0,0,1
1,0,0,1,3,0,0,53,2018,4,2,4,0,0,0,75.6,1,1
1,0,0,1,0,0,0,112,2018,6,2,3,0,0,0,90.0,0,1
2,0,0,3,3,0,0,22,2017,10,21,4,0,0,0,87.78,2,1
2,0,1,0,0,0,0,12,2018,4,25,4,0,0,0,131.0,0,0
1,0,0,1,0,0,0,54,2017,9,15,4,0,0,0,85.5,2,1
2,0,2,1,1,0,0,131,2017,8,15,3,0,0,0,94.5,0,1
1,0,1,3,0,0,3,38,2018,5,23,4,0,0,0,108.11,0,0
2,2,0,2,0,0,5,56,2018,7,19,4,0,0,0,177.3,2,1
2,0,1,3,0,0,0,66,2018,6,9,4,0,0,0,126.9,1,1
2,0,2,1,0,0,3,202,2018,10,22,4,0,0,0,109.8,0,0
2,0,2,2,0,0,3,156,2018,8,20,4,0,0,0,112.2,0,0
2,0,2,1,0,0,0,75,2018,6,26,3,0,0,0,80.75,0,1
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,115.0,1,0
2,0,2,2,3,0,0,85,2018,7,17,4,0,0,0,94.5,0,0
2,2,1,5,0,0,5,59,2018,4,26,4,0,0,0,177.93,0,0
2,0,0,1,0,0,0,10,2018,1,14,4,0,0,0,89.3,0,1
3,0,2,0,0,0,5,76,2018,9,4,4,0,0,0,207.9,1,0
2,0,2,5,0,1,0,140,2018,4,16,3,0,0,0,89.75,0,1
2,0,0,1,0,0,3,26,2018,11,11,4,0,0,0,170.0,3,1
2,0,0,2,1,0,0,273,2017,7,17,3,0,0,0,109.0,0,0
2,0,2,2,0,0,0,77,2017,9,18,4,0,0,0,89.25,0,1
2,0,0,1,0,0,0,180,2017,10,16,3,0,0,0,70.0,0,0
1,0,0,3,0,0,0,29,2018,11,16,3,0,0,0,67.5,1,1
2,0,0,3,0,0,0,45,2017,10,22,4,0,0,0,94.5,2,1
2,0,2,6,0,0,0,49,2017,10,23,4,0,0,0,94.5,1,1
2,0,0,1,0,0,0,25,2017,9,5,4,0,0,0,105.0,1,0
1,0,0,3,0,0,0,71,2018,6,14,3,0,0,0,120.0,0,1
2,2,0,5,0,0,5,15,2017,9,1,4,0,0,0,165.0,1,0
2,0,2,3,0,0,3,129,2018,8,11,4,0,0,0,127.8,1,1
2,0,0,3,0,0,0,5,2018,6,2,4,0,0,0,137.67,0,0
2,0,0,3,0,0,3,44,2017,11,11,3,0,0,0,60.0,1,1
3,0,2,3,0,0,5,127,2018,10,2,4,0,0,0,146.92,1,1
1,0,0,3,0,0,4,43,2018,2,17,4,0,0,0,86.61,0,0
1,9,2,1,0,0,0,11,2017,10,11,2,0,0,0,95.0,0,1
3,0,2,2,0,0,0,186,2018,7,22,3,0,0,0,96.9,1,1
2,0,0,2,0,0,0,37,2017,9,16,4,0,0,0,94.5,0,1
2,0,0,1,0,0,0,41,2018,12,27,3,0,0,0,65.0,0,1
2,0,0,1,0,0,0,99,2018,5,19,4,0,0,0,135.9,1,0
1,0,0,3,0,0,0,7,2018,5,5,3,0,0,0,112.0,0,1
3,0,1,1,0,0,3,49,2018,5,7,4,0,0,0,159.3,2,1
3,1,2,2,0,0,3,156,2018,8,28,4,0,0,0,128.7,1,0
1,0,0,1,0,0,0,0,2018,1,6,2,1,0,2,66.0,0,1
2,0,1,0,3,0,0,51,2018,9,5,4,0,0,0,99.0,1,1
2,0,0,1,3,0,0,14,2018,8,17,4,0,0,0,109.0,1,0
2,0,0,1,0,0,0,0,2018,4,30,4,0,0,0,131.0,0,1
2,0,2,1,1,0,0,23,2018,1,2,3,0,0,0,109.0,1,1
2,0,0,2,0,0,0,107,2018,6,10,3,0,0,0,130.0,1,1
1,0,0,2,0,0,0,70,2018,2,26,4,0,0,0,72.9,1,0
2,0,1,2,3,0,0,12,2018,9,23,4,0,0,0,134.1,1,1
2,0,2,6,0,0,0,172,2018,7,22,4,0,0,0,70.85,1,1
2,0,0,3,0,0,0,60,2018,6,21,3,0,0,0,75.48,0,1
2,0,0,1,0,0,0,69,2018,5,10,4,0,0,0,135.9,1,1
1,0,0,1,0,0,0,28,2017,10,29,3,0,0,0,130.0,0,1
1,0,0,3,0,0,0,95,2018,6,14,3,0,0,0,120.0,0,0
1,0,1,2,0,0,4,199,2018,9,12,2,0,0,0,106.0,0,0
3,0,0,3,0,0,3,51,2018,3,30,4,0,0,0,123.3,0,1
1,0,5,14,0,0,0,14,2018,1,20,4,0,0,0,80.09,0,1
3,0,2,5,0,0,3,160,2018,8,8,4,0,0,0,138.55,0,0
